,FLAG_RESIL,CLASS_AGE,CLASS_OFFRE,CLASS_DEP,CLASS_VAR,CLASS_TU,CLASS_HORS_FFT,CLASS_QT_M1,CLASS_QT_M2,CLASS_QT_M3,CLASS_TYP_VAR,CHOIX_OFFRE
5159,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5162,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5172,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
5173,RESIL_OUI,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5174,RESIL_NON,[51:110],O5O6,DEP,PAS_VARIATION,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5186,RESIL_OUI,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
5187,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5191,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5194,RESIL_OUI,[0:50],O7,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
5199,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5204,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5214,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
5219,RESIL_OUI,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5220,RESIL_OUI,[51:110],O1O2,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXOUI
5233,RESIL_NON,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5234,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5245,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
5246,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5252,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5258,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5272,RESIL_OUI,[0:50],O5O6,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5275,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5278,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
5295,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
5302,RESIL_OUI,[51:110],O3O4,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5313,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5315,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
5333,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5334,RESIL_OUI,[0:50],O7,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
5343,RESIL_OUI,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5354,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5355,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5356,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5358,RESIL_OUI,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5366,RESIL_NON,[0:50],O7,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5381,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5385,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5421,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5423,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5426,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5435,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5437,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
5438,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5455,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5481,RESIL_OUI,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5485,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
5486,RESIL_NON,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5494,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5499,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5511,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5512,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5514,RESIL_OUI,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5539,RESIL_OUI,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5542,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5550,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5562,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5566,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5569,RESIL_OUI,[51:110],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5602,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
5625,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
5633,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5652,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5653,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5654,RESIL_NON,[51:110],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5655,RESIL_OUI,[51:110],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5669,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5673,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5676,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5687,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
5688,RESIL_OUI,[51:110],O3O4,DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
5734,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5742,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
5765,RESIL_NON,[51:110],O7,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5768,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5794,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
5795,RESIL_OUI,[0:50],O1O2,DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXOUI
5800,RESIL_OUI,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5801,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5805,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5810,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
5829,RESIL_OUI,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5833,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
5880,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
5882,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5906,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
5910,RESIL_OUI,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
5918,RESIL_OUI,[0:50],O5O6,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5929,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5931,RESIL_OUI,[51:110],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5937,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
5942,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5951,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
5973,RESIL_NON,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
5981,RESIL_NON,[51:110],O1O2,DEP,PAS_VARIATION,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXOUI
5991,RESIL_NON,[0:50],O3O4,NO_DEP,PAS_VARIATION,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
6002,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
6032,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6039,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
6052,RESIL_OUI,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
6057,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6061,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6070,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
6079,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
6096,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6100,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
6109,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
6121,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6129,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
6130,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6155,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
6174,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6200,RESIL_NON,[0:50],O1O2,DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
6211,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
6215,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6236,RESIL_OUI,[51:110],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
6241,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
6244,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
6271,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
6273,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6288,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6298,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
6342,RESIL_OUI,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6362,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
6366,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
6374,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
6379,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
6395,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6398,RESIL_OUI,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6472,RESIL_OUI,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
6479,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
6486,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
