"FLAG_RESIL";"CLASS_AGE";"CLASS_OFFRE";"CLASS_DEP";"CLASS_VAR";"CLASS_TU";"CLASS_HORS_FFT";"CLASS_QT_M1";"CLASS_QT_M2";"CLASS_QT_M3";"CLASS_TYP_VAR";"CHOIX_OFFRE"
"7079";"RESIL_NON";"[0:25]";"O1O2";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7086";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7092";"RESIL_OUI";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7098";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"7104";"RESIL_NON";"[26:40]";"O5O6";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7117";"RESIL_NON";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7118";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7132";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7157";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7181";"RESIL_OUI";"[26:40]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7196";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7199";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7206";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7210";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7215";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7234";"RESIL_NON";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7239";"RESIL_NON";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7255";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7261";"RESIL_OUI";"[41:60]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7263";"RESIL_NON";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7282";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7283";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7285";"RESIL_NON";"[0:25]";"O5O6";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7293";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7295";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7302";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7317";"RESIL_NON";"[26:40]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7322";"RESIL_NON";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7323";"RESIL_OUI";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7337";"RESIL_NON";"[0:25]";"O3O4";"DEP";"PAS_VARIATION";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7343";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7356";"RESIL_OUI";"[26:40]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7360";"RESIL_OUI";"[0:25]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7368";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7372";"RESIL_OUI";"[0:25]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7401";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7408";"RESIL_NON";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7412";"RESIL_OUI";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7418";"RESIL_OUI";"[0:25]";"O5O6";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7420";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7430";"RESIL_OUI";"[0:25]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7441";"RESIL_NON";"[26:40]";"O5O6";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7448";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7451";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7457";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7459";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7461";"RESIL_NON";"[61:110]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7463";"RESIL_NON";"[26:40]";"O3O4";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7472";"RESIL_NON";"[26:40]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7476";"RESIL_NON";"[0:25]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7488";"RESIL_OUI";"[41:60]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7493";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7502";"RESIL_OUI";"[41:60]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7512";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7522";"RESIL_OUI";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7530";"RESIL_NON";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7540";"RESIL_OUI";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7543";"RESIL_NON";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7547";"RESIL_OUI";"[61:110]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"7552";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7557";"RESIL_NON";"[41:60]";"O1O2";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7566";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7569";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7571";"RESIL_OUI";"[26:40]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7579";"RESIL_OUI";"[41:60]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7595";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7601";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7613";"RESIL_OUI";"[61:110]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7619";"RESIL_NON";"[26:40]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"7620";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7627";"RESIL_NON";"[41:60]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7632";"RESIL_NON";"[61:110]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7633";"RESIL_NON";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7654";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7658";"RESIL_OUI";"[0:25]";"O1O2";"NO_DEP";"PAS_VARIATION";"UTIL_BAS";"HORS_FFT_NON";"PAS_APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7669";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7672";"RESIL_NON";"[61:110]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7690";"RESIL_NON";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7694";"RESIL_OUI";"[0:25]";"O3O4";"NO_DEP";"PAS_VARIATION";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7695";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7702";"RESIL_NON";"[41:60]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7710";"RESIL_NON";"[41:60]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"PEU_VAR";"CHOIXNON"
"7713";"RESIL_NON";"[61:110]";"O7";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7724";"RESIL_OUI";"[26:40]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7732";"RESIL_NON";"[26:40]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"7740";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7744";"RESIL_NON";"[26:40]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7748";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"7760";"RESIL_NON";"[61:110]";"O5O6";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7761";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7762";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7773";"RESIL_OUI";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_HAUTE";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7775";"RESIL_NON";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7785";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7788";"RESIL_NON";"[61:110]";"O5O6";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7789";"RESIL_OUI";"[0:25]";"O3O4";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7790";"RESIL_OUI";"[61:110]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"7804";"RESIL_OUI";"[61:110]";"O1O2";"DEP";"CROISSANCE";"UTIL_EXCE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7809";"RESIL_OUI";"[26:40]";"O1O2";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7810";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7817";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7819";"RESIL_OUI";"[61:110]";"O3O4";"DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7824";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"PAS_APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7829";"RESIL_OUI";"[26:40]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7832";"RESIL_NON";"[0:25]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7840";"RESIL_OUI";"[26:40]";"O5O6";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXOUI"
"7848";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7849";"RESIL_OUI";"[41:60]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7861";"RESIL_NON";"[41:60]";"O5O6";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXNON"
"7870";"RESIL_OUI";"[61:110]";"O5O6";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"PAS_APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7886";"RESIL_OUI";"[61:110]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"PEU_VAR";"CHOIXNON"
"7887";"RESIL_NON";"[26:40]";"O3O4";"DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_OUI";"PAS_APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7894";"RESIL_NON";"[41:60]";"O7";"NO_DEP";"CROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7901";"RESIL_NON";"[61:110]";"O7";"NO_DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
"7902";"RESIL_NON";"[41:60]";"O1O2";"DEP";"DECROISSANCE";"UTIL_NORMAL";"HORS_FFT_OUI";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7906";"RESIL_NON";"[26:40]";"O3O4";"NO_DEP";"DECROISSANCE";"UTIL_HAUTE";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXOUI"
"7920";"RESIL_NON";"[0:25]";"O3O4";"NO_DEP";"CROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"APPEL_M2";"APPEL_M3";"GRANDE_VAR";"CHOIXOUI"
"7921";"RESIL_NON";"[0:25]";"O1O2";"NO_DEP";"DECROISSANCE";"UTIL_BAS";"HORS_FFT_NON";"APPEL_M1";"PAS_APPEL_M2";"APPEL_M3";"MOY_VAR";"CHOIXNON"
